"probe_id","chr","pos","UCSC_RefGene_Name","Relation_to_Island","array"
"cg24378421","chr8",11141365,"MTMR9","N_Shore","450K"
"cg24694018","chr1",145457621,"POLR3GL","OpenSea","450K"
"cg17292667","chr13",110787523,"","N_Shelf","450K"
"cg09474229","chr19",39360330,"RINL","Island","450K"
"cg14476101","chr1",120255992,"PHGDH","S_Shore","450K"
"cg12256309","chr2",176962840,"","N_Shore","450K"
"cg00654448","chr8",142365315,"","N_Shore","450K"
"cg12931523","chr15",90793003,"TTLL13;TTLL13","S_Shore","450K"
"cg06205333","chr1",112161618,"RAP1A;RAP1A","N_Shore","450K"
"cg23883632","chr14",71174292,"","OpenSea","450K"
"cg10521711","chr6",235035,"","OpenSea","450K"
"cg07120369","chr3",187388281,"SST","S_Shore","450K"
"cg07613512","chr11",125199884,"PKNOX2","OpenSea","450K"
"cg03494692","chr16",51498587,"","OpenSea","450K"
"cg06644515","chr1",173834831,"SNORD47;GAS5;SNORD81;SNORD80;SNORD78;SNORD79","N_Shelf","450K"
"cg01831404","chr5",87246732,"","OpenSea","450K"
"cg18418457","chr5",135364328,"TGFBI","N_Shore","450K"
"cg07760544","chr5",17255115,"BASP1","OpenSea","450K"
"cg18323589","chr2",175893092,"","OpenSea","450K"
"cg00250743","chr10",123264130,"FGFR2;FGFR2;FGFR2;FGFR2;FGFR2;FGFR2;FGFR2;FGFR2;FGFR2","OpenSea","450K"
"cg04689720","chr9",2622584,"FLJ35024;VLDLR;VLDLR","Island","450K"
"cg14724265","chr4",76823661,"PPEF2;PPEF2","OpenSea","450K"
"cg00252472","chr6",150739173,"","OpenSea","450K"
"cg02315113","chr1",173684045,"KLHL20","Island","450K"
"cg05957749","chr1",39875787,"KIAA0754;KIAA0754;MACF1;MACF1","S_Shore","450K"
"cg13607709","chr3",46940153,"PTH1R","Island","450K"
"cg00372249","chr4",185745711,"ACSL1","N_Shore","450K"
"cg25394109","chr19",45563250,"SFRS16","N_Shelf","450K"
"cg07364729","chr13",112786612,"","OpenSea","450K"
"cg05682581","chr8",929958,"","S_Shore","450K"
"cg05375443","chr10",85997426,"LRIT1","Island","450K"
"cg08303283","chr9",139843753,"","N_Shore","450K"
"cg02215171","chr4",89379156,"HERC5","S_Shore","450K"
"cg15239904","chr20",55901954,"","N_Shelf","450K"
"cg14868212","chr5",79535328,"SERINC5","OpenSea","450K"
"cg15995251","chr15",92431545,"SLCO3A1;SLCO3A1","OpenSea","450K"
"cg06656958","chr11",48238724,"OR4B1","OpenSea","450K"
"cg16719404","chr1",117296242,"CD2","OpenSea","450K"
"cg21164967","chr9",138659474,"KCNT1","N_Shore","450K"
"cg20970369","chr1",111744108,"DENND2D","N_Shelf","450K"
"cg12479507","chr10",57390047,"","N_Shore","450K"
"cg19433341","chr8",21900337,"FGF17","OpenSea","450K"
"cg19805377","chr17",1576616,"PRPF8","OpenSea","450K"
"cg13571479","chr7",2077345,"MAD1L1;MAD1L1;MAD1L1","OpenSea","450K"
"cg06942904","chr5",131826485,"IRF1","Island","450K"
"cg05188549","chr1",151762605,"TDRKH;TDRKH;TDRKH;TDRKH","Island","450K"
"cg06550629","chr12",131439172,"GPR133","OpenSea","450K"
"cg04848686","chr16",88747591,"MGC23284;SNAI3","N_Shore","450K"
"cg21507807","chr13",114888458,"RASA3","OpenSea","450K"
"cg00661523","chr3",151985426,"MBNL1;MBNL1;LOC401093;LOC401093","N_Shore","450K"
"cg10728351","chr4",122628020,"","OpenSea","450K"
"cg03004330","chr10",13934438,"FRMD4A","S_Shore","450K"
"cg14384960","chr4",146807291,"ZNF827","OpenSea","450K"
"cg00440217","chr6",71012765,"COL9A1;COL9A1","OpenSea","450K"
"cg02650017","chr17",47301614,"PHOSPHO1;PHOSPHO1","Island","450K"
"cg04384810","chr14",91621555,"C14orf159;C14orf159;C14orf159;C14orf159;C14orf159","OpenSea","450K"
"cg18638118","chr7",155193226,"","OpenSea","450K"
"cg01235659","chr5",16738047,"MYO10","OpenSea","450K"
"cg14888296","chr3",48413707,"FBXW12;FBXW12;FBXW12","OpenSea","450K"
"cg00614805","chr20",61664180,"","N_Shore","450K"
"cg17593342","chr6",14037614,"","OpenSea","450K"
"cg03020863","chr11",104005644,"PDGFD;PDGFD","OpenSea","450K"
"cg13713821","chr9",95899302,"","S_Shelf","450K"
"cg04681845","chr2",153283485,"FMNL2","OpenSea","450K"
"cg20348000","chr10",88615964,"BMPR1A","OpenSea","450K"
"cg13726887","chr9",133541653,"PRDM12","Island","450K"
"cg01465177","chr3",182208536,"","OpenSea","450K"
"cg25146268","chr2",96068665,"FAHD2A","Island","450K"
"cg19235974","chr12",1063197,"","S_Shelf","450K"
"cg04109349","chr1",245317172,"KIF26B","Island","450K"
"cg00294109","chr3",3219781,"CRBN","N_Shore","450K"
"cg08986840","chr8",38409865,"","OpenSea","450K"
"cg02840697","chr8",24861141,"","S_Shelf","450K"
"cg21152981","chr13",114149099,"TMCO3","S_Shelf","450K"
"cg02000275","chr14",34488059,"","OpenSea","450K"
"cg13010497","chr9",38526947,"","Island","450K"
"cg16254946","chr1",54058616,"GLIS1","OpenSea","450K"
"cg11630152","chr7",19154096,"","N_Shore","450K"
"cg11865119","chr7",130125932,"MEST","N_Shore","450K"
"cg10306703","chr10",61719561,"C10orf40","OpenSea","450K"
"cg18082515","chr10",95197126,"MYOF;MYOF","OpenSea","450K"
"cg01777586","chr17",80163174,"CCDC57","OpenSea","450K"
"cg15169265","chr21",44074649,"PDE9A;PDE9A;PDE9A;PDE9A;PDE9A;PDE9A;PDE9A;PDE9A;PDE9A;PDE9A;PDE9A;PDE9A;PDE9A;PDE9A;PDE9A;PDE9A;PDE9A;PDE9A;PDE9A;PDE9A","Island","450K"
"cg22688815","chr8",9775751,"","OpenSea","450K"
"cg20705392","chr17",9066278,"NTN1","Island","450K"
"cg27531336","chr8",57359908,"PENK;PENK","Island","450K"
"cg05668853","chr17",27044169,"RAB34;RAB34;RAB34;RAB34;RAB34;RAB34;RAB34","Island","450K"
"cg05866737","chr11",1650863,"KRTAP5-5;HCCA2","OpenSea","450K"
"cg08644045","chr4",3495341,"DOK7;DOK7","OpenSea","450K"
"cg23399222","chr7",130417715,"KLF14;KLF14","N_Shore","450K"
"cg04470499","chr3",135222830,"","OpenSea","450K"
"cg15116095","chr5",140166589,"PCDHA1;PCDHA1;PCDHA1","N_Shore","450K"
"cg11808936","chr4",7894203,"AFAP1;AFAP1","OpenSea","450K"
"cg20640246","chr12",89749718,"","S_Shore","450K"
"cg11836212","chr1",37447865,"GRIK3","OpenSea","450K"
"cg00422488","chr9",100747767,"ANP32B","Island","450K"
"cg09397087","chr11",6273537,"","OpenSea","450K"
"cg22994830","chr7",623846,"PRKAR1B;PRKAR1B;PRKAR1B;PRKAR1B;PRKAR1B;PRKAR1B","OpenSea","450K"
"cg16113793","chr18",21451607,"LAMA3;LAMA3;LAMA3;LAMA3","OpenSea","450K"
"cg27586378","chr19",49063066,"SULT2B1","S_Shore","450K"
"cg10219850","chr1",215373449,"KCNK2;KCNK2;KCNK2","OpenSea","450K"
"cg20560862","chr11",2997051,"NAP1L4","OpenSea","450K"
"cg07502661","chr2",43398339,"","S_Shore","450K"
"cg13487127","chr9",97418259,"","OpenSea","450K"
"cg26146287","chr5",71014761,"CARTPT","N_Shore","450K"
"cg15970375","chr11",130184946,"ZBTB44","S_Shore","450K"
"cg01503881","chr20",57607569,"ATP5E;ATP5E","Island","450K"
"cg08174504","chr4",80993819,"ANTXR2;ANTXR2;ANTXR2;ANTXR2","Island","450K"
"cg19613400","chr1",40254712,"BMP8B","Island","450K"
"cg08033031","chr19",16528764,"EPS15L1","Island","450K"
"cg27078522","chr7",4815167,"KIAA0415","Island","450K"
"cg15804767","chr6",31548596,"LTB;LTB","Island","450K"
"cg27118035","chr16",31891978,"ZNF267","OpenSea","450K"
"cg05926784","chr19",14073277,"RFX1","Island","450K"
"cg24011637","chr2",28614567,"FOSL2","Island","450K"
"cg16298547","chr5",60138761,"ELOVL7;ELOVL7","N_Shore","450K"
"cg05322916","chr6",36880416,"C6orf89","OpenSea","450K"
"cg15348839","chr2",232224846,"","OpenSea","450K"
"cg20060185","chr12",131162951,"","OpenSea","450K"
"cg10747118","chr3",184243718,"","S_Shore","450K"
"cg00107782","chr1",151300621,"","Island","450K"
"cg17301216","chr15",89920348,"LOC254559","N_Shore","450K"
"cg22857025","chr5",266934,"","OpenSea","450K"
"cg26516004","chr15",75019376,"CYP1A1","S_Shore","450K"
"cg21376883","chr1",236850232,"ACTN2","Island","450K"
"cg13215995","chr17",43222258,"","Island","450K"
"cg11145772","chr3",12966188,"IQSEC1;IQSEC1","OpenSea","450K"
"cg15020732","chr15",85144228,"ZSCAN2;ZSCAN2;ZSCAN2","Island","450K"
"cg11745092","chr7",42951893,"C7orf25;C7orf25","Island","450K"
"cg04900872","chr2",31803536,"SRD5A2","N_Shore","450K"
"cg17132148","chr20",62509296,"TPD52L2;TPD52L2;TPD52L2;TPD52L2;TPD52L2;TPD52L2","Island","450K"
"cg13676763","chr9",129262204,"FAM125B","S_Shore","450K"
"cg07872373","chr15",65322308,"MTFMT","S_Shore","450K"
"cg27530704","chr1",27278570,"C1orf172","OpenSea","450K"
"cg08619102","chr4",3765047,"","N_Shelf","450K"
"cg13690280","chr9",112562314,"PALM2;PALM2-AKAP2;PALM2;PALM2-AKAP2","OpenSea","450K"
"cg22904711","chr19",44278628,"KCNN4","Island","450K"
"cg16145216","chr1",42385662,"HIVEP3;HIVEP3","S_Shore","450K"
"cg01225779","chr5",179238472,"SQSTM1;SQSTM1","S_Shelf","450K"
"cg18199434","chr10",131666017,"EBF3","Island","450K"
"cg24713122","chr11",46389164,"DGKZ;DGKZ;DGKZ;DGKZ","Island","450K"
"cg22378459","chr11",1940717,"TNNT3;TNNT3;TNNT3;TNNT3","OpenSea","450K"
"cg24748746","chr7",155738916,"","OpenSea","450K"
"cg00356499","chr4",3516065,"LRPAP1","N_Shore","450K"
"cg10941445","chr2",109934856,"SH3RF3","OpenSea","450K"
"cg20115802","chr19",51321569,"","Island","450K"
"cg06982805","chr11",13690105,"FAR1","Island","450K"
"cg07279557","chr21",46875417,"COL18A1;COL18A1;COL18A1","N_Shore","450K"
"cg05922723","chr7",100285650,"GIGYF1","S_Shore","450K"
"cg24060527","chr17",9066156,"NTN1","Island","450K"
"cg25477813","chr19",55688114,"SYT5","N_Shelf","450K"
"cg16453901","chr6",170730693,"","Island","450K"
"cg14107488","chr4",7033722,"TBC1D14;TBC1D14;TBC1D14","OpenSea","450K"
"cg23305365","chr8",105379392,"","N_Shore","450K"
"cg15632936","chr5",176216372,"","OpenSea","450K"
"cg12500951","chr11",2315045,"","OpenSea","450K"
"cg18805182","chr5",98175760,"","OpenSea","450K"
"cg00829990","chr1",2928964,"","N_Shore","450K"
"cg14728380","chr17",80280330,"SECTM1","S_Shore","450K"
"cg04794430","chr17",3290071,"","Island","450K"
"cg07178550","chr10",43633030,"CSGALNACT2","Island","450K"
"cg00052433","chr16",87447278,"ZCCHC14","N_Shore","450K"
"cg06135765","chr3",37283665,"GOLGA4","N_Shore","450K"
"cg27619353","chr22",38071651,"LGALS1;LGALS1","N_Shore","450K"
"cg18996808","chr14",105179556,"INF2;INF2","N_Shore","450K"
"cg14330293","chr17",1374051,"MYO1C;MYO1C;MYO1C","N_Shore","450K"
"cg08793894","chr17",7227737,"NEURL4;NEURL4","S_Shore","450K"
"cg01756461","chr15",102036983,"","OpenSea","450K"
"cg19349369","chr6",2842146,"SERPINB1","Island","450K"
"cg18538958","chr4",104640662,"TACR3","Island","450K"
"cg10071690","chr10",666063,"DIP2C","N_Shelf","450K"
"cg07907506","chr3",100210582,"TMEM45A","N_Shore","450K"
"cg00495693","chr6",51928623,"PKHD1;PKHD1","OpenSea","450K"
"cg16315334","chr8",21996639,"REEP4","N_Shelf","450K"
"cg00650795","chr10",135271052,"LOC619207","Island","450K"
"cg24647820","chr6",7505514,"","OpenSea","450K"
"cg02756939","chr1",211556576,"C1orf97","S_Shore","450K"
"cg24246705","chr7",40173613,"C7orf10;C7orf11","N_Shore","450K"
"cg23934351","chr17",72889323,"FADS6","N_Shore","450K"
"cg06871736","chr16",29153327,"","Island","450K"
"cg18229196","chr10",134827324,"","S_Shore","450K"
"cg07014020","chr5",112715162,"MCC","OpenSea","450K"
"cg17681447","chr7",6204302,"CYTH3","Island","450K"
"cg21809155","chr1",209304435,"","OpenSea","450K"
"cg07482451","chr17",7992094,"ALOX12B","OpenSea","450K"
"cg13105766","chr4",3881390,"","S_Shelf","450K"
"cg18032812","chr7",56951337,"","S_Shore","450K"
"cg20169823","chr12",116354837,"","Island","450K"
"cg25256099","chr17",79484960,"","N_Shore","450K"
"cg24517323","chr17",7227564,"NEURL4;NEURL4","Island","450K"
"cg17740434","chr2",179388064,"MIR548N","OpenSea","450K"
"cg23771956","chr10",45720040,"","Island","450K"
"cg17275074","chr5",135701422,"TRPC7;TRPC7;TRPC7","OpenSea","450K"
"cg23365097","chr18",515465,"","Island","450K"
"cg06091647","chr17",78899392,"RPTOR;RPTOR","S_Shelf","450K"
"cg12394168","chr1",3047677,"PRDM16;PRDM16","OpenSea","450K"
"cg00791851","chr1",76518896,"","OpenSea","450K"
"cg18697348","chr3",53926080,"SELK","Island","450K"
"cg09074113","chr2",20870087,"GDF7","Island","450K"
"cg11637682","chr6",147124984,"LOC729176;C6orf103","OpenSea","450K"
"cg25312970","chr19",468773,"ODF3L2","Island","450K"
"cg02403541","chr12",121454288,"C12orf43;C12orf43","Island","450K"
"cg24672014","chr1",37203461,"","OpenSea","450K"
"cg16536016","chr8",38757775,"PLEKHA2","N_Shore","450K"
"cg21075784","chr19",54637076,"","N_Shelf","450K"
"cg19311244","chr4",77341912,"","N_Shore","450K"
"cg27370573","chr19",292167,"PPAP2C;PPAP2C;PPAP2C","Island","450K"
"cg15971496","chr17",695156,"RNMTL1","OpenSea","450K"
"cg00697672","chr16",89151343,"","OpenSea","450K"
"cg00559635","chr4",3415930,"RGS12;RGS12;RGS12","S_Shore","450K"
"cg11925263","chr5",110849104,"STARD4","S_Shore","450K"
"cg10725227","chr6",107012207,"AIM1","OpenSea","450K"
"cg26840770","chr11",27723290,"BDNF;BDNF;BDNF;BDNF;BDNF;BDNF;BDNF;BDNF;BDNF;BDNF;BDNF;BDNF;BDNF;BDNF","S_Shore","450K"
"cg16898124","chr3",126195383,"ZXDC;ZXDC","Island","450K"
"cg21897425","chr17",21744126,"","Island","450K"
"cg18065160","chr4",4387787,"D4S234E;D4S234E","Island","450K"
"cg07984380","chr6",32547019,"HLA-DRB1","OpenSea","450K"
"cg24002003","chr15",101668143,"","OpenSea","450K"
"cg03755052","chr16",57563395,"CCDC102A","S_Shore","450K"
"cg18859248","chr20",60791502,"HRH3","Island","450K"
"cg17686487","chr5",50686281,"ISL1","S_Shore","450K"
"cg18477429","chr12",57595353,"LRP1","N_Shore","450K"
"cg03934392","chr11",1769152,"HCCA2;LOC402778;LOC402778","Island","450K"
"cg10063805","chr16",52002298,"","OpenSea","450K"
"cg00077898","chr6",1081144,"LOC285768;LOC285768","OpenSea","450K"
"cg26939539","chr16",1114872,"LOC146336","N_Shore","450K"
"cg08362206","chr5",140210033,"PCDHA6;PCDHA2;PCDHA1;PCDHA1;PCDHA6;PCDHA5;PCDHA3;PCDHA4;PCDHA6","S_Shore","450K"
"cg00296005","chr6",169423509,"","N_Shore","450K"
"cg25164957","chr17",7236973,"","S_Shelf","450K"
"cg23817169","chr12",113950659,"","OpenSea","450K"
"cg04306069","chr5",98175255,"","OpenSea","450K"
"cg04754615","chr6",32032723,"TNXB","OpenSea","450K"
"cg07878951","chr16",48176400,"ABCC12","OpenSea","450K"
"cg22542663","chr21",34915757,"GART;GART;GART;GART;SON;SON","Island","450K"
"cg24003749","chr1",3275052,"PRDM16;PRDM16","Island","450K"
"cg20495964","chr6",36744880,"CPNE5","OpenSea","450K"
"cg01069043","chr10",134842902,"","N_Shore","450K"
"cg00974579","chr16",88990188,"CBFA2T3;CBFA2T3","N_Shelf","450K"
"cg07327178","chr5",8457729,"","Island","450K"
"cg07774964","chr15",65133105,"PLEKHO2","N_Shore","450K"
"cg22347357","chr1",10705035,"CASZ1","N_Shelf","450K"
"cg27223728","chr2",70784562,"","S_Shelf","450K"
"cg26543232","chr5",80597384,"RNU5E;ZCCHC9;ZCCHC9;RNU5D;ZCCHC9","Island","450K"
"cg11717597","chr1",156046546,"MEX3A","Island","450K"
"cg23522872","chr5",8458392,"","S_Shore","450K"
"cg12789884","chr3",175554437,"","OpenSea","450K"
"cg04386759","chr6",170554795,"","OpenSea","450K"
"cg23320965","chr2",202850601,"","OpenSea","450K"
"cg00851732","chr12",113229793,"RPH3A;RPH3A;RPH3A;RPH3A","OpenSea","450K"
"cg11147919","chr13",102069556,"NALCN","S_Shore","450K"
"cg14255617","chr6",32729118,"HLA-DQB2","N_Shore","450K"
"cg11013726","chr15",65116557,"PIF1","Island","450K"
"cg05384724","chr12",124155451,"TCTN2;TCTN2","N_Shore","450K"
"cg14033514","chr17",19483721,"","S_Shore","450K"
"cg14573833","chr9",139096200,"LHX3;LHX3","N_Shore","450K"
"cg06475503","chr19",747488,"PALM;PALM","S_Shore","450K"
"cg27488007","chr10",126845714,"CTBP2;CTBP2","N_Shore","450K"
"cg18105725","chr6",160554003,"SLC22A1;SLC22A1","N_Shore","450K"
"cg10099651","chr10",75700561,"","OpenSea","450K"
"cg01412762","chr2",29751968,"ALK","OpenSea","450K"
"cg12607287","chr1",247670081,"","OpenSea","450K"
"cg05302350","chr4",141013724,"MAML3","OpenSea","450K"
"cg09812376","chr17",74270190,"QRICH2","OpenSea","450K"
"cg14993900","chr6",10421069,"TFAP2A","N_Shore","450K"
"cg05705018","chr11",133232497,"OPCML","S_Shore","450K"
"cg11260046","chr22",42095536,"MEI1;MEI1","Island","450K"
"cg01097406","chr16",89675127,"","OpenSea","450K"
"cg10890233","chr1",91870382,"HFM1;HFM1","Island","450K"
"cg06846976","chr16",2121682,"TSC2;TSC2;TSC2","N_Shelf","450K"
"cg08614290","chr7",158938491,"VIPR2","Island","450K"
"cg17001448","chr8",144152376,"","N_Shore","450K"
"cg07218647","chr2",121338498,"","S_Shelf","450K"
"cg22563815","chr15",78856949,"CHRNA5","N_Shore","450K"
"cg16081457","chr12",81103680,"","S_Shore","450K"
"cg26393629","chr14",21191859,"","Island","450K"
"cg07984212","chr6",32632957,"HLA-DQB1","Island","450K"
"cg25598710","chr2",114151353,"LOC440839","OpenSea","450K"
"cg23979412","chr18",44776850,"","N_Shore","450K"
"cg07139284","chr12",30948641,"","Island","450K"
"cg22200633","chr11",6651263,"DCHS1","Island","450K"
"cg26502666","chr2",29034052,"SPDYA;SPDYA","S_Shore","450K"
"cg16856874","chr3",30936318,"GADL1","S_Shore","450K"
"cg05085169","chr20",61443751,"OGFR","Island","450K"
"cg06698575","chr12",117470875,"","OpenSea","450K"
"cg22388653","chr1",90460765,"LOC492303;ZNF326;ZNF326;ZNF326;ZNF326","Island","450K"
"cg06618935","chr21",46677482,"","N_Shore","450K"
"cg25868831","chr11",368588,"B4GALNT4","OpenSea","450K"
"cg09068086","chr2",110970204,"NCRNA00116","Island","450K"
"cg09953499","chr19",51416202,"","Island","450K"
"cg13700458","chr2",86251199,"LOC90784","OpenSea","450K"
"cg23601030","chr20",52276760,"","Island","450K"
"cg01124477","chr2",181738271,"","OpenSea","450K"
"cg10271272","chr19",292179,"PPAP2C;PPAP2C;PPAP2C","Island","450K"
"cg04798314","chr1",246668601,"SMYD3","N_Shore","450K"
"cg12571629","chr2",445430,"","OpenSea","450K"
"cg04332619","chr16",8806966,"ABAT;ABAT;ABAT","OpenSea","450K"
"cg17886420","chr10",1796742,"","OpenSea","450K"
"cg22237668","chr12",114682739,"","OpenSea","450K"
"cg06484146","chr7",12443880,"VWDE","S_Shore","450K"
"cg19090533","chr12",133536292,"","S_Shelf","450K"
"cg24421094","chr2",11810597,"NTSR2","S_Shore","450K"
"cg03814644","chr6",166354095,"C6orf176;C6orf176","Island","450K"
"cg14514581","chr9",103433586,"","OpenSea","450K"
"cg16117554","chr4",3309404,"","N_Shore","450K"
"cg03345116","chr11",114104210,"ZBTB16;ZBTB16","OpenSea","450K"
"cg16071219","chr13",48986124,"LPAR6;LPAR6;RB1;LPAR6","OpenSea","450K"
"cg04832325","chr11",126607483,"KIRREL3;KIRREL3","OpenSea","450K"
"cg07942273","chr6",158589448,"GTF2H5;SERAC1","Island","450K"
"cg02057943","chr4",3772769,"","N_Shore","450K"
"cg13705894","chr9",138305338,"","S_Shore","450K"
"cg01144436","chr11",17743946,"","S_Shore","450K"
"cg20154457","chr12",7345261,"PEX5;PEX5;PEX5;PEX5;PEX5","S_Shelf","450K"
"cg08065229","chr19",16606621,"C19orf44;CALR3","N_Shore","450K"
"cg03606898","chr19",2926882,"","Island","450K"
"cg26546113","chr1",182810711,"DHX9","S_Shore","450K"
"cg14578009","chr5",180597642,"","S_Shore","450K"
"cg12770414","chr1",6310439,"GPR153","S_Shore","450K"
"cg19155391","chr7",63505768,"ZNF727","N_Shore","450K"
"cg14846292","chr12",49726500,"C1QL4","N_Shore","450K"
"cg01018002","chr1",28844479,"SNHG3-RCC1;RCC1;SNHG3-RCC1;RCC1;SNHG3-RCC1;RCC1","N_Shore","450K"
"cg04222728","chr7",138549665,"KIAA1549;KIAA1549","N_Shelf","450K"
"cg10811340","chr1",183604510,"ARPC5;RGL1","Island","450K"
"cg15949805","chr7",63505714,"ZNF727","N_Shore","450K"
"cg16716449","chr16",6976709,"A2BP1;A2BP1;A2BP1","OpenSea","450K"
"cg16269733","chr1",156616804,"BCAN;BCAN","Island","450K"
"cg05512483","chr11",62621791,"SNORD30;SNORD22;SNORD29;SNORD31;SNHG1","N_Shore","450K"
"cg10820084","chr17",48267144,"COL1A1","OpenSea","450K"
"cg11631271","chr19",38700487,"","Island","450K"
"cg18824446","chr15",89154058,"MIR7-2","OpenSea","450K"
"cg01268824","chr19",58220818,"ZNF154","S_Shore","450K"
"cg07962338","chr19",53540902,"","Island","450K"
"cg23912081","chr2",4156091,"","Island","450K"
"cg09603829","chr2",54054349,"LOC100302652","OpenSea","450K"
"cg24943459","chr5",1039407,"","S_Shore","450K"
"cg03877680","chr5",178157825,"ZNF354A","Island","450K"
"cg06382559","chr10",102896640,"TLX1","Island","450K"
"cg07686916","chr16",1128014,"SSTR5;LOC146336","N_Shore","450K"
"cg18209359","chr17",80159595,"CCDC57","OpenSea","450K"
"cg18676053","chr9",124133094,"STOM;STOM","Island","450K"
"cg07471256","chr11",96057505,"MAML2","OpenSea","450K"
"cg09798888","chr12",108239646,"","S_Shore","450K"
"cg08509907","chr16",31477327,"ARMC5;ARMC5","S_Shore","450K"
"cg12012426","chr4",1366463,"KIAA1530","Island","450K"
"cg18989085","chr11",133256591,"OPCML","OpenSea","450K"
"cg23466060","chr4",13546482,"NKX3-2","Island","450K"
"cg08746254","chr17",72926855,"OTOP2","OpenSea","450K"
"cg17641566","chr10",73565966,"CDH23","S_Shore","450K"
"cg22257786","chr15",27020917,"","S_Shore","450K"
"cg27089768","chr14",96180598,"TCL1A;TCL1A","Island","450K"
"cg08291996","chr19",58791159,"ZNF8","S_Shore","450K"
"cg19142181","chr20",61591066,"SLC17A9","Island","450K"
"cg05839365","chr12",133166658,"","N_Shore","450K"
"cg12924302","chr5",154070373,"","Island","450K"
"cg02088470","chr10",1551251,"ADARB2","OpenSea","450K"
"cg13519184","chr3",173114306,"","N_Shore","450K"
"cg05152974","chr14",101970659,"","OpenSea","450K"
"cg25414165","chr10",77542488,"C10orf11","OpenSea","450K"
"cg09233429","chr15",40583241,"PLCB2","Island","450K"
