,Raw Sites,Unique sites,Chromosome,Base Pair,Gene
,cg23133335,cg10547260,,,
,cg16311415,cg08271577,,,
,cg14576521,cg02641339,,,
,cg18123043,cg08708194,,,
,cg08873300,cg04745574,,,
,cg26875478,cg21434376,,,
,cg05868158,cg10044470,,,
,cg05396392,cg20301340,,,
,cg00370047,cg16686158,,,
,cg04977602,cg09736922,,,
,cg11176595,cg00432023,,,
,cg19174634,cg09911316,,,
,cg09286367,cg24841879,,,
,cg20921854,cg26842596,,,
,cg20140933,cg07288921,,,
,cg13308080,cg20510770,,,
,cg21632014,cg11806181,,,
,cg07631435,cg13009854,,,
,cg17314566,cg14333394,,,
,cg22753611,cg24885082,,,
,cg24555816,cg08583650,,,
,cg03996539,cg27298324,,,
,cg02665929,cg24808921,,,
,cg23460275,cg01024504,,,
,cg01881899,cg27463749,,,
,cg14483391,cg12642473,,,
,cg04104329,cg25318579,,,
,cg02456062,cg08532898,,,
,cg14507533,cg10829227,,,
,cg05612654,cg22891601,,,
,cg20797905,cg07647459,,,
,cg07021906,cg09662329,,,
,cg23448820,cg09317774,,,
,cg03831862,cg16647682,,,
,cg27658698,cg22825202,,,
,cg12281249,cg05975710,,,
,cg06678608,cg02184226,,,
,cg12903001,cg19071976,,,
,cg18939928,cg27560039,,,
,cg01349024,cg10139947,,,
,cg01117339,cg02476270,,,
,cg06672051,cg14411154,,,
,cg11775528,cg23510026,,,
,cg25361106,cg24904788,,,
,cg07807757,cg04760602,,,
,cg06825457,cg19106932,,,
,cg21650436,cg13577937,,,
,cg24723744,cg10601939,,,
,cg03538383,cg16235226,,,
,cg27508960,cg04327143,,,
,cg25471715,cg01401957,,,
,cg01971393,cg16639173,,,
,cg11489945,cg07399520,,,
,cg18141744,cg07324110,,,
,cg07211239,cg01026661,,,
,cg08324758,cg04670802,,,
,cg10733692,cg11752894,,,
,cg01906801,cg23828766,,,
,cg15488912,cg20266961,,,
,cg10653926,cg10653694,,,
,cg04157865,cg01266368,,,
,cg25792439,cg07333223,,,
,cg13724812,cg14800136,,,
,cg21322513,cg21403806,,,
,cg10410419,cg07012702,,,
,cg04541799,cg22716262,,,
,cg27144670,cg15797341,,,
,cg07905908,cg03235759,,,
,cg23204810,cg05422948,,,
,cg06502149,cg10936163,,,
,cg08251636,cg16934969,,,
,cg16673514,cg14055004,,,
,cg01318557,cg06225967,,,
,cg21522988,cg19496005,,,
,cg10874314,cg16791767,,,
,cg04977760,cg09217797,,,
,cg19346815,cg15022400,,,
,cg09065742,cg19032328,,,
,cg04110886,cg17214502,,,
,cg03197253,cg23003220,,,
,cg05295015,cg06555056,,,
,cg25043021,cg12152867,,,
,cg13279457,cg13904214,,,
,cg25757697,cg25483530,,,
,cg05395817,cg17543239,,,
,cg14606328,cg03479209,,,
,cg06222917,cg19035405,,,
,cg22196855,cg21331367,,,
,cg24937000,cg01385198,,,
,cg23503101,cg06500161,,,
,cg12077460,cg06429555,,,
,cg16051275,cg05051876,,,
,cg14115749,cg26241460,,,
,cg08564235,cg05257528,,,
,cg00093930,cg26066180,,,
,cg07059784,cg10105623,,,
,cg14199661,cg08573550,,,
,cg05074554,cg16725944,,,
,cg05368971,cg24922713,,,
,cg10256405,cg15839673,,,
,cg05039671,cg26676413,,,
,cg10024100,cg18908185,,,
,cg09046994,cg25483706,,,
,cg17860566,cg14143907,,,
,cg07466788,cg21026639,,,
,cg06623625,cg08392125,,,
,cg25856474,cg05046020,,,
,cg02630770,cg00717259,,,
,cg17312004,cg23173157,,,
,cg06532212,cg05289668,,,
,cg00541293,cg16358867,,,
,cg01561259,cg19265370,,,
,cg05337019,cg15418246,,,
,cg07484739,cg23787029,,,
,cg04779720,cg18167858,,,
,cg06978145,cg02891728,,,
,cg11885433,cg03571445,,,
,cg03393105,cg08953826,,,
,cg00771161,cg17085666,,,
,cg22082462,cg07219303,,,
,cg05725703,cg14525867,,,
,cg23829395,cg17769836,,,
,cg12731993,cg06713766,,,
,cg01891124,cg10686502,,,
,cg18555173,cg07786412,,,
,cg02185182,cg04257969,,,
,cg26413501,cg17185244,,,
,cg18124777,cg17269430,,,
,cg20726907,cg13975855,,,
,cg08908659,cg06967304,,,
,cg19264957,cg00582320,,,
,cg13224161,cg20360286,,,
,cg09741846,cg21539392,,,
,cg02233071,cg03625209,,,
,cg03171142,cg03014019,,,
,cg12350474,cg19425525,,,
,cg00331081,cg12871593,,,
,cg01101332,cg09112360,,,
,cg05420640,cg01811355,,,
,cg25998745,cg26108469,,,
,cg01365708,cg20286560,,,
,cg11672879,cg14722588,,,
,cg04755966,cg05365824,,,
,cg06373648,cg13812164,,,
,cg25734726,cg23538590,,,
,cg21730926,cg26106707,,,
,cg13784276,cg19211880,,,
,cg03348792,cg08203845,,,
,cg22123554,cg00834988,,,
,cg06938558,cg03029723,,,
,cg05149231,cg02517189,,,
,cg24208206,cg07130826,,,
,cg16302233,cg05227963,,,
,cg21461927,cg08759026,,,
,cg15783691,cg14152730,,,
,cg19010846,cg00589699,,,
,cg16544989,cg19718090,,,
,cg26039480,cg03159676,,,
,cg20233834,cg17569413,,,
,cg16560579,cg22235877,,,
,cg24315629,cg15563355,,,
,cg02633398,cg00335757,,,
,cg00574958,cg17278444,,,
,cg06145903,cg11523085,,,
,cg00082332,cg17127166,,,
,cg08110950,cg27129363,,,
,cg24431966,cg02521587,,,
,cg20364838,cg12844912,,,
,cg05074328,cg00212057,,,
,cg20154932,cg16462073,,,
,cg06906869,cg24543097,,,
,cg11719283,cg24542852,,,
,cg18774692,cg07487555,,,
,cg02874605,cg07480006,,,
,cg18895476,cg15571769,,,
,cg08009534,cg04892765,,,
,cg16955166,cg05163509,,,
,cg25035908,cg12840537,,,
,cg10251229,cg10155312,,,
,cg19346873,cg12261052,,,
,cg00172614,cg27301655,,,
,cg06577850,cg19190853,,,
,cg13443284,cg05778738,,,
,cg00886465,cg07041616,,,
,cg18431951,cg04803153,,,
,cg09708200,cg03008741,,,
,cg01871688,cg06560887,,,
,cg07611488,cg26274299,,,
,cg21864755,cg13496662,,,
,cg22222502,cg06812651,,,
,cg20717792,cg24052866,,,
,cg25886382,cg05371159,,,
,cg07185006,cg09269113,,,
,cg24524786,cg10786572,,,
,cg16119274,cg04284956,,,
,cg20674424,cg07592507,,,
,cg08657424,cg06739059,,,
,cg07512206,cg22526415,,,
,cg18739367,cg00753139,,,
,cg17041051,cg19265232,,,
,cg21488617,cg01539510,,,
,cg13287553,cg20977312,,,
,cg16589843,cg26353903,,,
,cg02311073,cg24668155,,,
,cg05498649,cg05098233,,,
,cg12685962,cg15225657,,,
,cg09078948,cg04603976,,,
,cg04253185,cg14616353,,,
,cg26385283,cg03926552,,,
,cg04503500,cg19268599,,,
,cg00805193,cg20622669,,,
,cg22479226,cg02933362,,,
,cg24409666,cg02431308,,,
,cg22831526,cg02343594,,,
,cg23720406,cg24310722,,,
,cg02752076,cg14349855,,,
,cg15804598,cg22693837,,,
,cg27161954,cg22091236,,,
,cg00944808,cg07810387,,,
,cg23588307,cg03700462,,,
,cg15370260,cg26428889,,,
,cg24751717,cg12181407,,,
,cg15687221,cg04725597,,,
,cg13258774,cg01029617,,,
,cg25461369,cg24069424,,,
,cg20292636,cg12536936,,,
,cg06027207,cg13920330,,,
,cg20372666,cg10769036,,,
,cg06360218,cg05658236,,,
,cg25344017,cg13845105,,,
,cg13077865,cg14608505,,,
,cg06080300,cg08564019,,,
,cg01740202,cg03756485,,,
,cg09642075,cg03610217,,,
,cg14140268,cg05751661,,,
,cg25702859,cg01590338,,,
,cg12267800,cg17703064,,,
,cg23418510,cg22083199,,,
,cg10632566,cg12439813,,,
,cg02980023,cg25262528,,,
,cg13986762,cg18638857,,,
,cg25312876,cg21038795,,,
,cg21730797,cg05734077,,,
,cg01106572,cg02057343,,,
,cg07091529,cg12509665,,,
,cg05543546,cg20639774,,,
,cg05331340,cg25338515,,,
,cg26070441,cg01057000,,,
,cg01252496,cg27538117,,,
,cg17500228,cg01360760,,,
,cg27373604,cg03668593,,,
,cg17245576,cg04468671,,,
,cg17580045,cg00464046,,,
,cg07569906,cg05943476,,,
,cg00121045,cg14314770,,,
,cg22907189,cg01995927,,,
,cg27225570,cg05186966,,,
,cg01892389,cg09100866,,,
,cg16494977,cg20198948,,,
,cg20288565,cg22675767,,,
,cg16537483,cg17245135,,,
,cg12471836,cg07453451,,,
,cg01593673,cg11266339,,,
,cg27325404,cg12137033,,,
,cg25298596,cg23567380,,,
,cg03872375,cg11979818,,,
,cg18006944,cg03935116,,,
,cg16776035,cg07246713,,,
,cg06947286,cg00590152,,,
,cg07754933,cg07962882,,,
,cg15565234,cg25463483,,,
,cg09286373,cg01552919,,,
,cg26159832,cg05798299,,,
,cg08087541,cg00349975,,,
,cg14625975,cg11601000,,,
,cg27518544,cg04875007,,,
,cg24102360,cg01334597,,,
,cg06395298,cg04582732,,,
,cg15449073,cg12489028,,,
,cg15602420,cg07146578,,,
,cg13667389,cg04328166,,,
,cg21618481,cg22295169,,,
,cg24422927,cg11148839,,,
,cg15860624,cg05303901,,,
,cg10992974,cg05604658,,,
,cg11961947,cg15403390,,,
,cg11599718,cg14495063,,,
,cg01412907,cg03442235,,,
,cg22952678,cg16733243,,,
,cg21995800,cg16827707,,,
,cg09465516,cg26282731,,,
,cg06288316,cg15585021,,,
,cg25213350,cg14262884,,,
,cg20962469,cg26889647,,,
,cg10270055,cg19619777,,,
,cg07547492,cg13626711,,,
,cg23407476,cg18463452,,,
,cg10303698,cg18148452,,,
,cg14150298,cg13575314,,,
,cg08596394,cg21336938,,,
,cg02838895,cg16657928,,,
,cg10073856,cg06628679,,,
,cg07210017,cg24363719,,,
,cg14369329,cg23157190,,,
,cg06515037,cg04304930,,,
,cg17817613,cg09899215,,,
,cg21287512,cg13422850,,,
,cg12349646,cg16627786,,,
,cg12598730,cg16413677,,,
,cg02716826,cg23666991,,,
,cg12561175,cg09288778,,,
,cg06444395,cg09615680,,,
,cg03549779,cg24635257,,,
,cg24769846,cg03693321,,,
,cg24243879,cg21881184,,,
,cg09635954,cg14531093,,,
,cg12780693,cg05703000,,,
,cg22340807,cg20088478,,,
,cg18823710,cg00262195,,,
,cg08791922,cg11892200,,,
,cg18693547,cg03628909,,,
,cg07190151,cg10095811,,,
,cg05901787,cg22113689,,,
,cg16111104,cg26002370,,,
,cg10053912,cg20064024,,,
,cg06343740,cg17029706,,,
,cg08129017,cg05655190,,,
,cg09364501,cg14922895,,,
,cg22297704,cg15948504,,,
,cg03991512,cg04290133,,,
,cg16299559,cg16581455,,,
,cg06436631,cg06627526,,,
,cg17439967,cg07351143,,,
,cg23200873,cg07465699,,,
,cg02221604,cg00233725,,,
,cg26804911,cg02374934,,,
,cg25433219,cg24842086,,,
,cg02966969,cg03166292,,,
,cg26672076,cg00689900,,,
,cg27554551,cg08888539,,,
,cg07836091,cg13561409,,,
,cg03995933,cg03666895,,,
,cg26266934,cg11207104,,,
,cg23634251,cg00468380,,,
,cg00739259,cg27141801,,,
,cg08878896,cg14442689,,,
,cg06860600,cg04045993,,,
,cg02722672,cg11968571,,,
,cg10773047,cg17627466,,,
,cg24856518,cg03952885,,,
,cg10741934,cg12631550,,,
,cg23570968,cg14326739,,,
,cg12266022,cg23143632,,,
,cg19723657,cg00742668,,,
,cg09981830,cg22253036,,,
,cg00944304,cg00008647,,,
,cg10641011,cg10974980,,,
,cg11969003,cg18744828,,,
,cg21574064,cg04658221,,,
,cg01228174,cg03288429,,,
,cg04819580,cg21806732,,,
,cg17978262,cg17728503,,,
,cg22110282,cg04474257,,,
,cg20954977,cg01920129,,,
,cg00084577,cg04311574,,,
,cg20702870,cg14421288,,,
,cg20971610,cg04898765,,,
,cg05538508,cg08350962,,,
,cg18954339,cg20712808,,,
,cg25043129,cg06580800,,,
,cg17739764,cg09786333,,,
,cg01595325,cg06460642,,,
,cg09877334,cg09614261,,,
,cg16116203,cg00091263,,,
,cg02435472,cg13056495,,,
,cg04394707,cg13893245,,,
,cg10440877,cg19197463,,,
,cg03217411,cg22851557,,,
,cg08462367,cg15274195,,,
,cg07516789,cg22786718,,,
,cg10675988,cg01060419,,,
,cg12623364,cg16371518,,,
,cg13030582,cg17343451,,,
,cg07781445,cg25522242,,,
,cg17183174,cg17958447,,,
,cg03904891,cg22017213,,,
,cg12336290,cg21183846,,,
,cg10170269,cg20285594,,,
,cg10388525,cg16284844,,,
,cg12264322,cg04615509,,,
,cg24379085,cg10213469,,,
,cg00940514,cg07794938,,,
,cg14141710,cg17500055,,,
,cg02387455,cg19442415,,,
,cg18815779,cg10718813,,,
,cg13429095,cg14100654,,,
,cg02343439,cg06704395,,,
,cg21824343,cg25088707,,,
,cg26605427,cg26318645,,,
,cg08687540,cg00727112,,,
,cg13016664,cg00791280,,,
,cg14260083,cg04547554,,,
,cg01899620,cg09406731,,,
,cg00666295,cg13980410,,,
,cg26976064,cg18415350,,,
,cg09361094,cg01606057,,,
,cg11414633,cg18518516,,,
,cg23712594,cg10950593,,,
,cg09101721,cg16494108,,,
,cg14514120,cg01176339,,,
,cg09929238,cg14279178,,,
,cg13300231,cg27338079,,,
,cg06223162,cg08062273,,,
,cg12667125,cg25591720,,,
,cg17778556,cg16243898,,,
,cg13269555,cg16331689,,,
,cg26987083,cg09152693,,,
,cg14760861,cg10380680,,,
,cg01792368,cg22837107,,,
,cg21002674,cg24832862,,,
,cg14856996,cg01949002,,,
,cg02086839,cg27504302,,,
,cg17220152,cg27641084,,,
,cg22886575,cg13863007,,,
,cg13049960,cg12134754,,,
,cg21852712,,,,
,cg05333368,,,,
,cg01990216,,,,
,cg10896446,,,,
,cg16436225,,,,
,cg06305933,,,,
,cg15199542,,,,
,cg16992860,,,,
,cg19178585,,,,
,cg21103992,,,,
,cg10072464,,,,
,cg07309904,,,,
,cg07330114,,,,
,cg12470493,,,,
,ch.10.295680R,,,,
,cg11973302,,,,
,cg18190310,,,,
,cg27181142,,,,
,cg04635671,,,,
,cg26343183,,,,
,cg14744772,,,,
,cg19645861,,,,
,cg19906122,,,,
,cg07319712,,,,
,cg23719207,,,,
,cg06673536,,,,
,cg04337403,,,,
,cg17716039,,,,
,cg25689728,,,,
,cg15525503,,,,
,cg25317210,,,,
,cg00470351,,,,
,cg21277192,,,,
,cg06093703,,,,
,cg17488500,,,,
,cg12361262,,,,
,cg06316211,,,,
,cg14896076,,,,
,cg02266624,,,,
,cg10223198,,,,
,cg06316056,,,,
,cg09789697,,,,
,cg02810967,,,,
,cg18611360,,,,
,cg08752433,,,,
,cg00859866,,,,
,cg04724659,,,,
,cg13740187,,,,
,cg17649443,,,,
,cg20823803,,,,
,cg14968732,,,,
,cg18575406,,,,
,cg26781524,,,,
,cg15851274,,,,
,cg00558986,,,,
,cg08006734,,,,
,cg09086326,,,,
,cg05081546,,,,
,cg15652790,,,,
,cg05800564,,,,
,cg04218812,,,,
,cg15079934,,,,
,cg05475649,,,,
,cg14395761,,,,
,cg18034719,,,,
,cg06550100,,,,
,cg25727825,,,,
,cg08349425,,,,
,cg02453726,,,,
,cg04465255,,,,
,cg06148480,,,,
,cg16921772,,,,
,cg15043342,,,,
,cg00584370,,,,
,cg17820448,,,,
,cg20822254,,,,
,cg24802351,,,,
,cg16993186,,,,
,cg07201822,,,,
,cg18077307,,,,
,cg05299572,,,,
,cg08722675,,,,
,cg16607349,,,,
,cg05194102,,,,
,cg16802137,,,,
,cg01382864,,,,
,cg05479376,,,,
,cg19110943,,,,
,cg03583601,,,,
,cg02687169,,,,
,cg00684075,,,,
,cg11704068,,,,
,cg09450200,,,,
,cg02511440,,,,
,cg08545632,,,,
,cg00096267,,,,
,cg21587837,,,,
,cg21496408,,,,
,cg09194657,,,,
,cg25613180,,,,
,cg20443501,,,,
,cg14217107,,,,
,cg22207584,,,,
,cg03190891,,,,
,cg08367838,,,,
,cg20061371,,,,
,cg21141410,,,,
,cg04689607,,,,
,cg02165978,,,,
,cg27618792,,,,
,cg10547260,,,,
,cg08271577,,,,
,cg02641339,,,,
,cg08708194,,,,
,cg04745574,,,,
,cg21434376,,,,
,cg10044470,,,,
,cg20301340,,,,
,cg16686158,,,,
,cg09736922,,,,
,cg27111444,,,,
,cg00432023,,,,
,cg17163737,,,,
,cg09911316,,,,
,cg24841879,,,,
,cg07731025,,,,
,cg26842596,,,,
,cg07288921,,,,
,cg20510770,,,,
,cg11806181,,,,
,cg13009854,,,,
,cg14333394,,,,
,cg24885082,,,,
,cg08583650,,,,
,cg27298324,,,,
,cg24808921,,,,
,cg01024504,,,,
,cg27463749,,,,
,cg12642473,,,,
,cg25318579,,,,
,cg08532898,,,,
,cg10829227,,,,
,cg22891601,,,,
,cg07647459,,,,
,cg09662329,,,,
,cg08175536,,,,
,cg09317774,,,,
,cg16647682,,,,
,cg22825202,,,,
,cg05975710,,,,
,cg02184226,,,,
,cg19071976,,,,
,cg27560039,,,,
,cg10139947,,,,
,cg02476270,,,,
,cg14411154,,,,
,cg23510026,,,,
,cg24904788,,,,
,cg04760602,,,,
,cg19106932,,,,
,cg06824423,,,,
,cg00176888,,,,
,cg13577937,,,,
,cg10601939,,,,
,cg16235226,,,,
,cg04327143,,,,
,cg01401957,,,,
,cg16639173,,,,
,cg07399520,,,,
,cg07324110,,,,
,cg02128655,,,,
,cg03285617,,,,
,cg11238505,,,,
,cg01026661,,,,
,cg04670802,,,,
,cg11752894,,,,
,cg23828766,,,,
,cg20266961,,,,
,cg10653694,,,,
,cg01266368,,,,
,cg07333223,,,,
,cg14800136,,,,
,cg14852409,,,,
,cg21403806,,,,
,cg07012702,,,,
,cg22716262,,,,
,cg15797341,,,,
,cg03235759,,,,
,cg05422948,,,,
,cg10936163,,,,
,cg16934969,,,,
,cg16999370,,,,
,cg14055004,,,,
,cg06225967,,,,
,cg19496005,,,,
,cg16791767,,,,
,cg09217797,,,,
,cg15022400,,,,
,cg19032328,,,,
,cg13993802,,,,
,cg17214502,,,,
,cg23003220,,,,
,cg06555056,,,,
,cg00522451,,,,
,cg12152867,,,,
,cg13904214,,,,
,cg25483530,,,,
,cg17543239,,,,
,cg23042230,,,,
,cg03479209,,,,
,cg19035405,,,,
,cg21331367,,,,
,cg01385198,,,,
,cg06500161,,,,
,cg06429555,,,,
,cg05051876,,,,
,cg26241460,,,,
,cg05257528,,,,
,cg26066180,,,,
,cg10105623,,,,
,cg08573550,,,,
,cg16725944,,,,
,cg24922713,,,,
,cg15839673,,,,
,cg07774299,,,,
,cg02938807,,,,
,cg26676413,,,,
,cg18908185,,,,
,cg25483706,,,,
,cg14143907,,,,
,cg21026639,,,,
,cg08392125,,,,
,cg05046020,,,,
,cg00717259,,,,
,cg23173157,,,,
,cg01394461,,,,
,cg05289668,,,,
,cg16358867,,,,
,cg26726230,,,,
,cg19265370,,,,
,cg15418246,,,,
,cg23787029,,,,
,cg18167858,,,,
,cg02891728,,,,
,cg03571445,,,,
,cg08953826,,,,
,cg17085666,,,,
,cg07219303,,,,
,cg14525867,,,,
,cg17769836,,,,
,cg06713766,,,,
,cg10686502,,,,
,cg07786412,,,,
,cg00125455,,,,
,cg04276669,,,,
,cg04257969,,,,
,cg01528492,,,,
,cg17185244,,,,
,cg17269430,,,,
,cg13975855,,,,
,cg06967304,,,,
,cg00582320,,,,
,cg20360286,,,,
,cg21539392,,,,
,cg03625209,,,,
,cg03014019,,,,
,cg19425525,,,,
,cg12871593,,,,
,cg09112360,,,,
,cg01811355,,,,
,cg26108469,,,,
,cg20286560,,,,
,cg14722588,,,,
,cg21680729,,,,
,cg21766592,,,,
,cg05365824,,,,
,cg13812164,,,,
,cg23538590,,,,
,cg15589939,,,,
,cg26106707,,,,
,cg19211880,,,,
,cg08203845,,,,
,cg00834988,,,,
,cg22166084,,,,
,cg03029723,,,,
,cg02517189,,,,
,cg07130826,,,,
,cg05227963,,,,
,cg08759026,,,,
,cg14152730,,,,
,cg00589699,,,,
,cg16505233,,,,
,cg19718090,,,,
,cg03159676,,,,
,cg14501914,,,,
,cg17569413,,,,
,cg22235877,,,,
,cg15563355,,,,
,cg00335757,,,,
,cg17278444,,,,
,cg11523085,,,,
,cg16340422,,,,
,cg17127166,,,,
,cg27129363,,,,
,cg02521587,,,,
,cg12844912,,,,
,cg00212057,,,,
,cg16462073,,,,
,cg18954900,,,,
,cg24543097,,,,
,cg24542852,,,,
,cg07487555,,,,
,cg07480006,,,,
,cg15571769,,,,
,cg04892765,,,,
,cg05163509,,,,
,cg12840537,,,,
,cg10155312,,,,
,cg12261052,,,,
,cg27301655,,,,
,cg19190853,,,,
,cg05778738,,,,
,cg07041616,,,,
,cg05853782,,,,
,cg04803153,,,,
,cg03008741,,,,
,cg06560887,,,,
,cg27219748,,,,
,cg26274299,,,,
,cg13496662,,,,
,cg20970369,,,,
,cg06812651,,,,
,cg24052866,,,,
,cg15408734,,,,
,cg05371159,,,,
,cg09269113,,,,
,cg10786572,,,,
,cg04284956,,,,
,cg07592507,,,,
,cg06739059,,,,
,cg22526415,,,,
,cg00753139,,,,
,cg19265232,,,,
,cg01539510,,,,
,cg20977312,,,,
,cg26353903,,,,
,cg24668155,,,,
,cg05098233,,,,
,cg04232816,,,,
,cg08973688,,,,
,cg15225657,,,,
,cg04603976,,,,
,cg14616353,,,,
,cg03926552,,,,
,cg19268599,,,,
,cg20622669,,,,
,cg10158614,,,,
,cg02933362,,,,
,cg16700555,,,,
,cg16251626,,,,
,cg02431308,,,,
,cg02343594,,,,
,cg24310722,,,,
,cg22365240,,,,
,cg14349855,,,,
,cg22693837,,,,
,cg22091236,,,,
,cg07810387,,,,
,cg03700462,,,,
,cg26428889,,,,
,cg12181407,,,,
,cg04725597,,,,
,cg01029617,,,,
,cg24069424,,,,
,cg12536936,,,,
,cg13920330,,,,
,cg10769036,,,,
,cg05658236,,,,
,cg13845105,,,,
,cg01829163,,,,
,cg14608505,,,,
,cg08564019,,,,
,cg26894438,,,,
,cg03756485,,,,
,cg15561453,,,,
,cg03610217,,,,
,cg05751661,,,,
,cg01590338,,,,
,cg17703064,,,,
,cg22083199,,,,
,cg12439813,,,,
,cg25262528,,,,
,cg18638857,,,,
,cg21038795,,,,
,cg05734077,,,,
,cg02057343,,,,
,cg12509665,,,,
,cg20639774,,,,
,cg25338515,,,,
,cg01057000,,,,
,cg27538117,,,,
,cg01196858,,,,
,cg01360760,,,,
,cg03668593,,,,
,cg04468671,,,,
,cg00464046,,,,
,cg05943476,,,,
,cg23939642,,,,
,cg14314770,,,,
,cg01995927,,,,
,cg05186966,,,,
,cg09100866,,,,
,cg20198948,,,,
,cg22675767,,,,
,cg17245135,,,,
,cg07453451,,,,
,cg11266339,,,,
,cg12137033,,,,
,cg23567380,,,,
,cg11979818,,,,
,cg03935116,,,,
,cg07246713,,,,
,cg26012092,,,,
,cg02104962,,,,
,cg00590152,,,,
,cg07962882,,,,
,cg25463483,,,,
,cg01552919,,,,
,cg05798299,,,,
,cg00349975,,,,
,cg11601000,,,,
,cg04875007,,,,
,cg09887284,,,,
,cg01334597,,,,
,cg04582732,,,,
,cg12489028,,,,
,cg07146578,,,,
,cg04328166,,,,
,cg22295169,,,,
,cg11148839,,,,
,cg05303901,,,,
,cg05604658,,,,
,cg15403390,,,,
,cg07796002,,,,
,cg25579180,,,,
,cg14495063,,,,
,cg03442235,,,,
,cg16733243,,,,
,cg16827707,,,,
,cg27020362,,,,
,cg26282731,,,,
,cg02339793,,,,
,cg15585021,,,,
,cg14262884,,,,
,cg26889647,,,,
,cg19619777,,,,
,cg13626711,,,,
,cg18463452,,,,
,cg09336988,,,,
,cg18148452,,,,
,cg13575314,,,,
,cg21336938,,,,
,cg27396447,,,,
,cg16657928,,,,
,cg06628679,,,,
,cg24363719,,,,
,cg23157190,,,,
,cg04304930,,,,
,cg09899215,,,,
,cg13422850,,,,
,cg16627786,,,,
,cg19525078,,,,
,cg16413677,,,,
,cg23666991,,,,
,cg09288778,,,,
,cg09615680,,,,
,cg24635257,,,,
,cg03693321,,,,
,cg21881184,,,,
,cg14531093,,,,
,cg05703000,,,,
,cg20088478,,,,
,cg00262195,,,,
,cg11892200,,,,
,cg03628909,,,,
,cg10095811,,,,
,cg22113689,,,,
,cg26002370,,,,
,cg20064024,,,,
,cg17029706,,,,
,cg05655190,,,,
,cg14922895,,,,
,cg15948504,,,,
,cg02192677,,,,
,cg25082710,,,,
,cg04290133,,,,
,cg16581455,,,,
,cg06627526,,,,
,cg07351143,,,,
,cg07465699,,,,
,cg20153737,,,,
,cg00233725,,,,
,cg02374934,,,,
,cg24842086,,,,
,cg03166292,,,,
,cg00689900,,,,
,cg08888539,,,,
,cg13561409,,,,
,cg24332710,,,,
,cg03666895,,,,
,cg11207104,,,,
,cg00468380,,,,
,cg27141801,,,,
,cg14442689,,,,
,cg04045993,,,,
,cg11968571,,,,
,cg17627466,,,,
,cg03952885,,,,
,cg12631550,,,,
,cg14326739,,,,
,cg23143632,,,,
,cg00742668,,,,
,cg22253036,,,,
,cg00008647,,,,
,cg10974980,,,,
,cg18744828,,,,
,cg04658221,,,,
,cg03288429,,,,
,cg21806732,,,,
,cg17728503,,,,
,cg04474257,,,,
,cg01920129,,,,
,cg07699613,,,,
,cg04311574,,,,
,cg14421288,,,,
,cg04898765,,,,
,cg08350962,,,,
,cg20712808,,,,
,cg06580800,,,,
,cg26426774,,,,
,cg09786333,,,,
,cg06460642,,,,
,cg09614261,,,,
,cg00091263,,,,
,cg13056495,,,,
,cg13893245,,,,
,cg21712678,,,,
,cg19197463,,,,
,cg22851557,,,,
,cg15274195,,,,
,cg22786718,,,,
,cg01060419,,,,
,cg16371518,,,,
,cg17343451,,,,
,cg25522242,,,,
,cg17958447,,,,
,cg22017213,,,,
,cg21183846,,,,
,cg20285594,,,,
,cg16284844,,,,
,cg04615509,,,,
,cg10213469,,,,
,cg07794938,,,,
,cg17500055,,,,
,cg19442415,,,,
,cg10718813,,,,
,cg14100654,,,,
,cg06704395,,,,
,cg25088707,,,,
,cg26318645,,,,
,cg00727112,,,,
,cg22404646,,,,
,cg01252398,,,,
,cg00791280,,,,
,cg04547554,,,,
,cg23028286,,,,
,cg09406731,,,,
,cg13980410,,,,
,cg18415350,,,,
,cg01606057,,,,
,cg08741842,,,,
,cg18518516,,,,
,cg10228162,,,,
,cg10950593,,,,
,cg20856497,,,,
,cg16494108,,,,
,cg24593832,,,,
,cg01176339,,,,
,cg14279178,,,,
,cg27338079,,,,
,cg08062273,,,,
,cg25591720,,,,
,cg16243898,,,,
,cg16331689,,,,
,cg22314314,,,,
,cg09152693,,,,
,cg10380680,,,,
,cg16743273,,,,
,cg22837107,,,,
,cg24832862,,,,
,cg17058475,,,,
,cg01949002,,,,
,cg27504302,,,,
,cg27641084,,,,
,cg13863007,,,,
,cg12134754,,,,
